in:Index,img:Output1,img:Output2,img:Output3,img:Output4,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
1613,Index_1613_Parallel.png,Index_1613_Back.png,Index_1613_Front.png,Index_1613_Top.png,70,70,2.6,7.3,0.4,0.2,0.4,10,0.8,3.4,2,1.9,0.9,-180,80,0.1,0,2,0.02,1.5,7.28,0,0,,8,88.82,1,0.2932,45.78,38.23
1614,Index_1614_Parallel.png,Index_1614_Back.png,Index_1614_Front.png,Index_1614_Top.png,55,46,1.9,7.8,0.8,0.1,0,25,1.1,6.1,1,0.1,0,-180,20,1.1,0,7,0.2,0.5,1.1,0,0.15,,6,84.808,1,0.5648,57.32,29.27
1615,Index_1615_Parallel.png,Index_1615_Back.png,Index_1615_Front.png,Index_1615_Top.png,65,49,2.3,7.6,0.7,0.3,0,15,1.2,3.4,0.9,1.1,1.7,-180,-80,0.4,0.5,7,0.3,0.3,0.97,0.15,0.15,,5,87.037,1,0.4198,51.8,39.9
1616,Index_1616_Parallel.png,Index_1616_Back.png,Index_1616_Front.png,Index_1616_Top.png,35,31,1.5,6.3,1,0.1,1.5,40,1.8,6,1,0.1,0.1,-180,-40,1.6,0.3,5,0.2,0.1,1.37,0.1,0.1,,8,86.523,1,0.6049,55.75,29.86
1617,Index_1617_Parallel.png,Index_1617_Back.png,Index_1617_Front.png,Index_1617_Top.png,50,45,2.3,5.9,0.7,1.5,0.5,35,1.6,5.9,0.8,0.2,0.1,-180,-60,0.2,0.7,7,0.1,0.6,0.88,0,0,,11,86.008,1,0.534,53.86,25.65
1618,Index_1618_Parallel.png,Index_1618_Back.png,Index_1618_Front.png,Index_1618_Top.png,40,30,2.1,5.1,0.9,0.9,1.9,20,0.9,6,0.8,0.1,0.1,-180,60,2,0.1,3,0.6,1.4,1.95,0.45,0.15,,2,81.001,0.895062,0.966,77.75,15.88
1619,Index_1619_Parallel.png,Index_1619_Back.png,Index_1619_Front.png,Index_1619_Top.png,70,63,2.6,7.3,0.4,0.3,0.3,25,1.2,5.6,0.8,0,0.6,-180,70,0.7,0.8,9,0.1,1.3,0.81,0.05,0.05,,9,83.23,1,0.7809,68.08,17.29
1620,Index_1620_Parallel.png,Index_1620_Back.png,Index_1620_Front.png,Index_1620_Top.png,60,52,2.1,7.7,0.9,0.1,0.1,35,1.9,5,1,0.7,0.5,-180,0,0.8,0.6,2,1,0.9,6.7,0.15,0.45,,10,86.694,1,0.3889,46.75,28.95
1621,Index_1621_Parallel.png,Index_1621_Back.png,Index_1621_Front.png,Index_1621_Top.png,30,30,1.6,5.1,0.9,2.6,0.2,10,0.8,3.4,2,1.2,1.6,-180,40,1.4,1,4,0.02,1.1,1.68,0,0,,4,81.653,0.253086,0.9691,75.42,8.66
1622,Index_1622_Parallel.png,Index_1622_Back.png,Index_1622_Front.png,Index_1622_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,7,82.853,1,0.7747,70.93,23.05
1623,Index_1623_Parallel.png,Index_1623_Back.png,Index_1623_Front.png,Index_1623_Top.png,30,29,2,4,0.8,3.7,0.2,10,0.6,4.5,2,1.3,0.4,-180,40,0.1,1,3,0.02,0.2,1.98,0,0,,1,85.665,0.938272,0.7747,69.46,37.52
1624,Index_1624_Parallel.png,Index_1624_Back.png,Index_1624_Front.png,Index_1624_Top.png,30,29,2,4,1,0.7,3.2,10,0.8,3.4,2,1.2,1.6,-180,40,0.3,0.5,2,0.02,0.1,3.98,0,0,,1,85.665,0.990741,0.6883,68.26,39.08
1625,Index_1625_Parallel.png,Index_1625_Back.png,Index_1625_Front.png,Index_1625_Top.png,30,30,1.6,5.1,1,1.9,0.9,10,0.8,3.4,2,0.6,2.2,-180,-10,0.1,0.7,2,0.02,0.1,5.08,0,0,,2,86.18,0.987654,0.6975,66.4,40.37
1626,Index_1626_Parallel.png,Index_1626_Back.png,Index_1626_Front.png,Index_1626_Top.png,30,30,1.2,6.8,0.8,0.5,0.6,10,0.8,3.4,2,0.1,2.7,-180,50,1.3,0,5,0.02,0.1,1.68,0,0,,1,84.088,0.950617,0.7593,68.45,34.9
1627,Index_1627_Parallel.png,Index_1627_Back.png,Index_1627_Front.png,Index_1627_Top.png,30,30,1.2,6.8,0.8,0,1.1,10,0.8,3.4,2,0,2.8,-180,80,1.3,0,8,0.02,0.1,0.95,0,0,,1,84.602,0.969136,0.7438,67.35,39.36
1628,Index_1628_Parallel.png,Index_1628_Back.png,Index_1628_Front.png,Index_1628_Top.png,30,29,2,4,0.8,0.8,3.1,40,2,5.4,1,0,0.8,-180,80,0.1,0,5,0.02,0.1,0.98,0,0,,7,86.968,1,0.6759,58.5,29.08
1629,Index_1629_Parallel.png,Index_1629_Back.png,Index_1629_Front.png,Index_1629_Top.png,65,52,2.5,7,0.5,0.8,0.1,15,1.2,3.4,1,1,1.8,-180,-20,0.3,0.8,8,0.2,1.4,0.8,0.15,0.05,,22,83.471,0.981481,0.716,67.4,18.38
1630,Index_1630_Parallel.png,Index_1630_Back.png,Index_1630_Front.png,Index_1630_Top.png,50,40,2.2,6.1,0.8,1.5,0.3,35,1.6,5.9,0.9,0.1,0.2,-180,10,1.6,0.1,7,0.2,0.6,0.82,0.1,0.1,,19,83.471,1,0.7654,64.81,22.2
1631,Index_1631_Parallel.png,Index_1631_Back.png,Index_1631_Front.png,Index_1631_Top.png,40,40,1.4,7.7,1,0,0.2,10,0.8,3.4,2,1.4,1.4,-180,80,1.3,0.5,3,0.02,0.5,3.83,0,0,,3,84.191,0.944444,0.7747,70.17,25.04
1632,Index_1632_Parallel.png,Index_1632_Back.png,Index_1632_Front.png,Index_1632_Top.png,55,34,1.9,7.8,0.8,0.1,0,25,1.6,4.2,1,1.2,0.8,-180,40,0.9,0.1,7,0.5,1.3,0.8,0.3,0.2,,2,82.407,1,0.7562,70.42,20.26
1633,Index_1633_Parallel.png,Index_1633_Back.png,Index_1633_Front.png,Index_1633_Top.png,55,45,1.9,7.8,0.9,0,0.1,40,1.8,6,0.9,0.2,0,-180,-30,1.9,0.1,3,0.7,0.9,3.2,0.05,0.35,,10,86.043,1,0.3488,47.25,28.33
1634,Index_1634_Parallel.png,Index_1634_Back.png,Index_1634_Front.png,Index_1634_Top.png,65,58,2.3,7.6,0.7,0.3,0,15,0.7,5.8,2,0.1,0.3,-180,30,0.1,0.8,5,0.2,1,1.7,0.1,0.05,,10,86.248,1,0.4877,54.76,27.77
1635,Index_1635_Parallel.png,Index_1635_Back.png,Index_1635_Front.png,Index_1635_Top.png,35,30,2.2,4.3,0.8,2.3,1.3,25,1.3,5.2,0.8,0.2,0.8,-180,-80,1.1,0.6,4,0.2,0.4,1.23,0.1,0.1,,3,85.597,1,0.6512,62.38,33.64
1636,Index_1636_Parallel.png,Index_1636_Back.png,Index_1636_Front.png,Index_1636_Top.png,30,30,1.7,4.8,1,1.2,1.9,30,1.4,5.8,1,0,0.4,-180,-50,0.7,0.2,5,0.02,0.1,1.18,0,0,,5,86.66,1,0.6296,60.1,34.77
1637,Index_1637_Parallel.png,Index_1637_Back.png,Index_1637_Front.png,Index_1637_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,6,82.853,1,0.7809,70.86,23.05
1638,Index_1638_Parallel.png,Index_1638_Back.png,Index_1638_Front.png,Index_1638_Top.png,35,31,1.3,7.3,0.9,0.5,0.1,40,1.8,6,1,0.2,0,-180,80,1.4,0.9,9,0.1,1.5,0.81,0,0.1,,3,81.927,0.966049,0.9537,78.06,12.48
1639,Index_1639_Parallel.png,Index_1639_Back.png,Index_1639_Front.png,Index_1639_Top.png,60,32,2.1,7.7,0.8,0,0.2,35,1.6,5.9,0.9,0.1,0.2,-180,60,2,0,5,0.9,1.4,1.02,0.25,0.1,,1,81.036,0.990741,0.9691,77.71,14.64
1640,Index_1640_Parallel.png,Index_1640_Back.png,Index_1640_Front.png,Index_1640_Top.png,30,29,2,4,0.8,3.5,0.4,35,2,4.7,0.9,1.4,0.1,-180,70,1.9,0.4,5,0.02,1.3,0.98,0,0,,3,81.55,0.830247,0.9753,78.07,11.94
1641,Index_1641_Parallel.png,Index_1641_Back.png,Index_1641_Front.png,Index_1641_Top.png,65,31,2.6,6.8,0.4,0.6,0.5,30,1.4,5.8,1,0.3,0.1,-180,70,2,0.1,4,1.2,1.5,1.07,1,0,,1,81.207,0.962963,0.9691,78.74,15.57
1642,Index_1642_Parallel.png,Index_1642_Back.png,Index_1642_Front.png,Index_1642_Top.png,70,32,2.6,7.3,0.4,0.3,0.3,30,1.4,5.8,1,0.3,0.1,-180,70,2,0.1,5,1,1.5,0.83,0.15,0,,1,80.658,0.92284,0.9753,79.38,13.32
1643,Index_1643_Parallel.png,Index_1643_Back.png,Index_1643_Front.png,Index_1643_Top.png,70,41,2.6,7.3,0.4,0.5,0.1,40,1.8,6,0.8,0,0.2,-180,80,2,0,6,0.6,1.5,0.86,0,0,,2,81.379,0.990741,0.9259,75.57,13.96
1644,Index_1644_Parallel.png,Index_1644_Back.png,Index_1644_Front.png,Index_1644_Top.png,65,58,2.3,7.6,0.7,0.1,0.2,20,0.9,6,1,0,0.2,-180,-50,0.1,0.3,9,0.1,1.2,0.85,0,0.1,,24,84.568,1,0.5741,59.02,20.74
1645,Index_1645_Parallel.png,Index_1645_Back.png,Index_1645_Front.png,Index_1645_Top.png,45,31,2.4,5.1,0.6,0.4,2.4,35,1.6,5.9,0.8,0.2,0.1,-180,60,1.7,0.6,3,0.8,0.8,1.75,0.1,0.4,,1,81.927,0.990741,0.963,76.69,16.78
1646,Index_1646_Parallel.png,Index_1646_Back.png,Index_1646_Front.png,Index_1646_Top.png,40,34,2,5.4,0.9,0.2,2.3,15,1.2,3.4,0.9,0.1,2.7,-180,50,0.4,0.1,5,0.2,0.6,1.15,0.1,0.1,,4,84.945,1,0.6728,64.84,32.11
1647,Index_1647_Parallel.png,Index_1647_Back.png,Index_1647_Front.png,Index_1647_Top.png,30,29,1.8,4.5,0.8,0.8,2.6,40,1.8,6,0.9,0.1,0.1,-180,10,1.2,0,5,0.02,1.5,1.1,0,0,,5,82.922,1,0.8549,70.66,17.8
1648,Index_1648_Parallel.png,Index_1648_Back.png,Index_1648_Front.png,Index_1648_Top.png,55,48,1.9,7.8,0.9,0.1,0,20,1.2,4.5,0.8,1,0.7,-180,0,0.9,0.6,2,1,0.3,6.8,0.4,0,,7,86.111,1,0.4815,53.7,35.07
1649,Index_1649_Parallel.png,Index_1649_Back.png,Index_1649_Front.png,Index_1649_Top.png,35,35,1.3,7.3,1,0.5,0.1,40,2,5.4,1,0.3,0.5,-180,20,0.6,1,6,0.02,0.9,1.44,0,0,,22,84.705,1,0.7377,63.14,20.5
1650,Index_1650_Parallel.png,Index_1650_Back.png,Index_1650_Front.png,Index_1650_Top.png,55,49,2.3,6.5,0.7,1,0.4,25,1.1,6.1,1,0.1,0,-180,-40,1.9,0.4,8,0.1,0.1,0.83,0.05,0.05,,7,87.174,1,0.3858,49.09,36.76
1651,Index_1651_Parallel.png,Index_1651_Back.png,Index_1651_Front.png,Index_1651_Top.png,70,63,2.6,7.3,0.4,0.6,0,10,0.8,3.4,2,2.5,0.3,-180,-80,1.4,0.8,9,0.1,1,0.81,0.05,0.05,,23,84.225,1,0.5895,61.9,20.28
1652,Index_1652_Parallel.png,Index_1652_Back.png,Index_1652_Front.png,Index_1652_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,14,82.853,1,0.7685,70.88,23.05
1653,Index_1653_Parallel.png,Index_1653_Back.png,Index_1653_Front.png,Index_1653_Top.png,30,29,2,4,0.8,2.7,1.2,10,0.8,3.4,2,2,0.8,-180,-70,0.2,0.9,2,0.02,0.2,3.98,0,0,,1,85.974,0.993827,0.7191,67.91,39
1654,Index_1654_Parallel.png,Index_1654_Back.png,Index_1654_Front.png,Index_1654_Top.png,30,30,1.2,6.8,0.8,1.1,0,10,0.8,3.4,2,1.7,1.1,-180,40,0.1,0.1,3,0.02,0.1,3.38,0,0,,3,86.111,0.972222,0.7469,66.92,39.71
1655,Index_1655_Parallel.png,Index_1655_Back.png,Index_1655_Front.png,Index_1655_Top.png,30,30,1.8,4.5,0.8,1.4,2,10,0.8,3.4,2,1,1.8,-180,-60,0.3,0.8,2,0.02,0.1,4.48,0,0,,1,86.111,1,0.7006,67.08,40.24
1656,Index_1656_Parallel.png,Index_1656_Back.png,Index_1656_Front.png,Index_1656_Top.png,70,36,2.6,7.3,0.4,0.5,0.1,40,1.8,6,0.8,0,0.2,-180,80,2,0,5,0.9,1.5,0.93,0,0,,2,81.139,0.987654,0.9352,75.97,14.54
1657,Index_1657_Parallel.png,Index_1657_Back.png,Index_1657_Front.png,Index_1657_Top.png,70,57,2.6,7.3,0.4,0.5,0.1,40,1.8,6,0.8,0,0.2,-180,80,2,0.1,8,0.2,1.5,0.84,0,0,,3,81.756,0.990741,0.8981,74.41,12.26
1658,Index_1658_Parallel.png,Index_1658_Back.png,Index_1658_Front.png,Index_1658_Top.png,70,63,2.6,7.3,0.4,0.5,0.1,40,1.8,6,0.8,0,0.2,-180,80,2,0.4,9,0.1,1.5,0.81,0,0,,3,81.859,0.984568,0.929,75.96,11.72
1659,Index_1659_Parallel.png,Index_1659_Back.png,Index_1659_Front.png,Index_1659_Top.png,35,32,2.2,4.3,0.8,0.9,2.7,30,1.9,4.3,0.8,1.1,0.8,-180,-10,1.5,0.1,5,0.1,1.1,0.98,0,0.1,,5,83.162,0.996914,0.8148,71.14,19.26
1660,Index_1660_Parallel.png,Index_1660_Back.png,Index_1660_Front.png,Index_1660_Top.png,65,48,2.3,7.6,0.7,0,0.3,15,1,4,0.8,1.4,0.8,-180,40,0.3,0,6,0.4,1.2,1.12,0.2,0.2,,7,84.534,1,0.5556,59.33,26.87
1661,Index_1661_Parallel.png,Index_1661_Back.png,Index_1661_Front.png,Index_1661_Top.png,30,30,1.6,5.1,0.8,2.4,0.4,10,0.6,4.5,2,0.8,0.9,-180,-50,0.7,0,6,0.02,0.3,1,0,0,,2,85.117,0.925926,0.7716,69.14,33.26
1662,Index_1662_Parallel.png,Index_1662_Back.png,Index_1662_Front.png,Index_1662_Top.png,70,61,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,0.1,2.7,-180,10,1.6,0.6,3,0.5,0.5,3.3,0.05,0.25,,4,84.259,1,0.713,65.13,23.39
1663,Index_1663_Parallel.png,Index_1663_Back.png,Index_1663_Front.png,Index_1663_Top.png,60,54,2.3,7,0.7,0.5,0.4,25,1.2,5.6,0.8,0.4,0.2,-180,-80,0.4,0.3,8,0.1,0.1,0.9,0.05,0.05,,4,88.546,1,0.2191,42.69,41.82
1664,Index_1664_Parallel.png,Index_1664_Back.png,Index_1664_Front.png,Index_1664_Top.png,45,40,1.6,7.6,1,0.3,0,35,1.7,5.6,1,0.2,0.4,-180,-30,1.1,0.7,9,0.1,0.9,0.85,0,0,,20,83.573,1,0.6975,64.75,19.47
1665,Index_1665_Parallel.png,Index_1665_Back.png,Index_1665_Front.png,Index_1665_Top.png,55,53,1.9,7.8,0.9,0,0.1,40,1.8,6,0.9,0.1,0.1,-180,70,0.9,1,4,0.1,0.7,2.5,0,0.1,,5,84.979,1,0.7932,62.92,22.57
1666,Index_1666_Parallel.png,Index_1666_Back.png,Index_1666_Front.png,Index_1666_Top.png,40,32,2,5.4,0.8,1.7,0.8,25,1.6,4.2,1,1.9,0.1,-180,50,2,0.4,2,1.1,1.4,4.3,0.65,0.45,,1,81.413,0.910494,0.9722,78.44,13.68
1667,Index_1667_Parallel.png,Index_1667_Back.png,Index_1667_Front.png,Index_1667_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,5,82.853,1,0.7809,70.87,23.05
1668,Index_1668_Parallel.png,Index_1668_Back.png,Index_1668_Front.png,Index_1668_Top.png,35,30,1.6,5.9,0.9,1.3,0.7,15,0.7,5.8,2,0.1,0.3,-180,70,2,1,2,0.8,0.4,5.1,0.05,0.25,,5,80.796,0,1,71.06,3.79
1669,Index_1669_Parallel.png,Index_1669_Back.png,Index_1669_Front.png,Index_1669_Top.png,70,48,2.5,7.6,0.5,0.1,0.2,15,0.7,5.8,2,0.3,0.1,-180,0,1.3,0.1,3,1.2,1.5,2.6,0.05,0.25,,4,83.676,1,0.6389,65.49,23.54
1670,Index_1670_Parallel.png,Index_1670_Back.png,Index_1670_Front.png,Index_1670_Top.png,70,59,2.5,7.6,0.5,0.1,0.2,40,1.8,6,0.9,0,0.2,-180,80,1.7,0.1,2,1.2,1.3,6.4,0,0.35,,22,84.808,1,0.7284,58.29,21.53
1671,Index_1671_Parallel.png,Index_1671_Back.png,Index_1671_Front.png,Index_1671_Top.png,35,31,1.3,7.3,0.9,0.5,0.1,20,0.9,6,1,0,0.2,-180,60,2,0,4,0.3,0.3,2.13,0,0.05,,1,82.03,0.984568,0.8796,77.12,22.09
1672,Index_1672_Parallel.png,Index_1672_Back.png,Index_1672_Front.png,Index_1672_Top.png,50,43,1.8,7.5,0.8,0,0.4,10,0.8,3.4,2,0,2.8,-180,80,2,0,3,0.5,0.1,3.25,0.1,0,,3,82.819,0.83642,0.8549,72.48,20.2
1673,Index_1673_Parallel.png,Index_1673_Back.png,Index_1673_Front.png,Index_1673_Top.png,70,70,2.6,7.3,0.4,0.3,0.3,40,2,5.4,0.8,0,0.8,-180,80,0.1,0,2,0.02,1.5,7.28,0,0,,16,89.986,1,0.0772,33.18,33.71
1674,Index_1674_Parallel.png,Index_1674_Back.png,Index_1674_Front.png,Index_1674_Top.png,35,32,2.2,4.3,0.8,2.3,1.3,15,0.8,5.1,2,1.1,0,-180,20,1.8,0.2,5,0.1,1.5,0.98,0.05,0.05,,4,81.584,0.515432,0.9506,76.67,10.1
1675,Index_1675_Parallel.png,Index_1675_Back.png,Index_1675_Front.png,Index_1675_Top.png,50,45,2.3,5.9,0.7,1.4,0.6,10,0.8,3.4,2,0.7,2.1,-180,-70,0.8,0.1,7,0.1,0.1,0.88,0.05,0.05,,1,87.174,1,0.4969,56.9,42.53
1676,Index_1676_Parallel.png,Index_1676_Back.png,Index_1676_Front.png,Index_1676_Top.png,30,30,1.8,4.5,0.8,0.7,2.7,15,0.7,5.8,2,0.4,0,-180,60,0.4,0.8,4,0.02,1.2,1.48,0,0,,5,83.573,0.92284,0.8272,72.36,20.33
1677,Index_1677_Parallel.png,Index_1677_Back.png,Index_1677_Front.png,Index_1677_Top.png,65,55,2.3,7.6,0.7,0.2,0.1,20,1.1,4.9,0.8,1.2,0.1,-180,-40,0.2,0,5,0.3,0.2,1.6,0,0.2,,4,88.237,1,0.2654,44.88,41.24
1678,Index_1678_Parallel.png,Index_1678_Back.png,Index_1678_Front.png,Index_1678_Top.png,45,44,1.6,7.6,1,0.1,0.2,30,1.5,5.4,1,0.6,0.2,-180,40,1.2,0.8,9,0.02,1.3,0.93,0,0,,2,82.099,0.990741,0.9105,78.02,12.93
1679,Index_1679_Parallel.png,Index_1679_Back.png,Index_1679_Front.png,Index_1679_Top.png,40,35,1.4,7.7,0.9,0.2,0,25,1.8,3.8,0.9,0.3,2.1,-180,-10,2,0.5,2,0.9,0.6,6.8,0.45,0.1,,4,84.088,1,0.7006,63.94,28.19
1680,Index_1680_Parallel.png,Index_1680_Back.png,Index_1680_Front.png,Index_1680_Top.png,70,57,2.5,7.6,0.5,0.3,0,40,1.8,6,0.8,0.2,0,-180,-50,1.5,0.5,3,0.7,0.9,3.1,0.05,0.05,,16,87.654,1,0.1512,40.11,30.61
1681,Index_1681_Parallel.png,Index_1681_Back.png,Index_1681_Front.png,Index_1681_Top.png,60,41,2.2,7.4,0.8,0.2,0.3,35,2,4.7,0.9,0.4,1.1,-180,80,0.9,0.2,7,0.4,0.5,0.83,0.1,0.25,,8,84.705,1,0.6235,58.04,25.31
1682,Index_1682_Parallel.png,Index_1682_Back.png,Index_1682_Front.png,Index_1682_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,6,82.853,1,0.7778,70.91,23.05
1683,Index_1683_Parallel.png,Index_1683_Back.png,Index_1683_Front.png,Index_1683_Top.png,30,30,1.2,6.8,0.9,0.2,0.9,10,0.8,3.4,2,2.4,0.4,-180,50,0.5,0,5,0.02,0.1,1.68,0,0,,2,85.562,0.984568,0.716,66.55,39.66
1684,Index_1684_Parallel.png,Index_1684_Back.png,Index_1684_Front.png,Index_1684_Top.png,30,29,2,4,0.9,0.1,3.8,10,0.6,4.5,2,0,1.7,-180,70,0.2,0,2,0.02,0.1,3.98,0,0,,1,86.008,0.990741,0.716,67.6,40.1
1685,Index_1685_Parallel.png,Index_1685_Back.png,Index_1685_Front.png,Index_1685_Top.png,30,30,1.3,6.2,0.8,0.7,1,10,0.8,3.4,2,2.2,0.6,-180,-10,0.3,0.8,4,0.02,0.1,2.05,0,0,,2,85.837,0.981481,0.7253,67.16,39.96
1686,Index_1686_Parallel.png,Index_1686_Back.png,Index_1686_Front.png,Index_1686_Top.png,30,30,1.2,6.8,0.8,0,1.1,15,0.9,4.5,0.8,0.7,1,-180,50,1.3,0,8,0.02,0.1,0.95,0,0,,1,84.191,0.996914,0.7562,67.2,36.94
1687,Index_1687_Parallel.png,Index_1687_Back.png,Index_1687_Front.png,Index_1687_Top.png,30,30,1.2,6.8,0.8,0,1.1,10,0.6,4.5,2,0.8,0.9,-180,80,1.3,0,8,0.02,0.1,0.95,0,0,,1,84.636,0.969136,0.7469,67.34,38.92
1688,Index_1688_Parallel.png,Index_1688_Back.png,Index_1688_Front.png,Index_1688_Top.png,30,29,2,4,0.8,0.8,3.1,10,0.8,3.4,2,0,2.8,-180,80,0.1,0,2,0.02,1.5,3.98,0,0,,2,85.117,0.978395,0.75,69.49,30.41
1689,Index_1689_Parallel.png,Index_1689_Back.png,Index_1689_Front.png,Index_1689_Top.png,30,29,1.8,4.5,0.8,0.5,2.9,25,1.1,6.1,0.9,0,0.1,-180,-60,0.9,0.1,5,0.02,1.3,1.1,0,0,,3,83.882,0.972222,0.8395,70.83,21.87
1690,Index_1690_Parallel.png,Index_1690_Back.png,Index_1690_Front.png,Index_1690_Top.png,35,32,2.2,4.3,0.8,2.6,1,15,0.7,5.8,2,0.1,0.3,-180,-70,1.6,0.1,5,0.1,0.1,0.97,0.05,0.05,,3,86.145,1,0.6728,65.3,36.48
1691,Index_1691_Parallel.png,Index_1691_Back.png,Index_1691_Front.png,Index_1691_Top.png,65,44,2.3,7.6,0.7,0,0.3,20,1.5,3.6,0.8,0.2,2.4,-180,-30,0.8,0.7,4,0.8,0.7,1.73,0.25,0.55,,6,85.768,1,0.4784,55.76,34.16
1692,Index_1692_Parallel.png,Index_1692_Back.png,Index_1692_Front.png,Index_1692_Top.png,65,58,2.3,7.6,0.7,0.3,0,35,1.6,5.9,0.9,0.2,0.1,-180,80,0.2,0.8,9,0.1,0.8,0.85,0.05,0.05,,11,85.528,1,0.4537,51.69,24.08
1693,Index_1693_Parallel.png,Index_1693_Back.png,Index_1693_Front.png,Index_1693_Top.png,40,39,2.4,4.5,0.6,1.2,2.2,10,0.8,3.4,2,1.3,1.5,-180,10,0.5,0.2,5,0.02,0.3,1.1,0,0,,3,85.528,1,0.6358,64.84,34.15
1694,Index_1694_Parallel.png,Index_1694_Back.png,Index_1694_Front.png,Index_1694_Top.png,55,41,1.9,7.8,0.9,0.1,0,40,1.8,6,0.9,0.2,0,-180,50,1.4,0.6,3,1,0.5,2.9,0.05,0.15,,5,83.162,1,0.8673,70.49,17.62
1695,Index_1695_Parallel.png,Index_1695_Back.png,Index_1695_Front.png,Index_1695_Top.png,50,49,2.2,6.1,0.8,0.2,1.6,35,1.9,5,0.8,0.3,0.9,-180,0,1.3,0.4,7,0.02,1.1,1,0,0,,20,83.505,1,0.7377,64.67,17.82
1696,Index_1696_Parallel.png,Index_1696_Back.png,Index_1696_Front.png,Index_1696_Top.png,50,48,1.8,7.5,1,0.1,0.3,20,1.5,3.6,0.8,1.7,0.9,-180,40,2,0.3,2,0.3,1.5,7.2,0.15,0,,3,82.305,0.993827,0.966,77.04,13.94
1697,Index_1697_Parallel.png,Index_1697_Back.png,Index_1697_Front.png,Index_1697_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,11,82.853,1,0.7778,70.86,23.05
1698,Index_1698_Parallel.png,Index_1698_Back.png,Index_1698_Front.png,Index_1698_Top.png,30,29,2,4,0.9,0.6,3.3,40,1.8,6,1,0,0.2,-180,80,2,0,3,0.02,1.5,1.98,0,0,,2,82.099,0.975309,0.9414,76.64,14.37
1699,Index_1699_Parallel.png,Index_1699_Back.png,Index_1699_Front.png,Index_1699_Top.png,30,30,1.9,4.3,0.9,0,3.6,40,2,5.4,0.8,0.1,0.7,-180,80,2,0.1,5,0.02,1.1,1.06,0,0,,4,81.927,0.944444,0.9259,75.96,14.17
1700,Index_1700_Parallel.png,Index_1700_Back.png,Index_1700_Front.png,Index_1700_Top.png,30,30,1.2,6.8,0.8,0.2,0.9,40,1.8,6,0.9,0.2,0,-180,80,1.9,1,8,0.02,1,0.95,0,0,,2,81.756,0.802469,1,78.1,11.77
1701,Index_1701_Parallel.png,Index_1701_Back.png,Index_1701_Front.png,Index_1701_Top.png,60,32,2.1,7.7,0.8,0,0.2,40,1.8,6,0.9,0,0.2,-180,80,2,0.7,5,0.9,0.4,1.02,0.45,0.45,,1,81.241,0.966049,0.9815,78.22,16.32
1702,Index_1702_Parallel.png,Index_1702_Back.png,Index_1702_Front.png,Index_1702_Top.png,60,41,2.1,7.7,0.8,0.1,0.1,40,1.8,6,0.8,0.1,0.1,-180,80,2,0.8,3,1.2,0.1,2.65,0.45,0.65,,1,81.653,0.947531,0.9907,77.36,17.24
1703,Index_1703_Parallel.png,Index_1703_Back.png,Index_1703_Front.png,Index_1703_Top.png,30,29,2,4,1,0.8,3.1,10,0.8,3.4,2,0.2,2.6,-180,80,2,0,2,0.02,0.1,3.98,0,0,,4,81.79,0.219136,0.9198,74.39,14.2
1704,Index_1704_Parallel.png,Index_1704_Back.png,Index_1704_Front.png,Index_1704_Top.png,40,32,2.1,5.1,0.8,0.5,2.3,35,1.6,5.9,1,0.1,0.2,-180,70,1.3,0,2,1,1,4.1,0.3,0.15,,2,83.985,1,0.8056,66.77,24.47
