in:Index,img:Output1,img:Output2,img:Output3,img:Output4,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF
871,Index_871_Parallel.png,Index_871_Back.png,Index_871_Front.png,Index_871_Top.png,60,54,2.1,7.7,0.8,0.2,0,40,1.8,6,1,0.1,0.1,-180,40,0.8,0.8,9,0.1,0.5,0.86,0.05,0.05,,24,84.945,1,0.7099,58.06,19.66
872,Index_872_Parallel.png,Index_872_Back.png,Index_872_Front.png,Index_872_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,14,82.853,0.996914,0.7778,70.83,23.05
873,Index_873_Parallel.png,Index_873_Back.png,Index_873_Front.png,Index_873_Top.png,30,29,2,4,0.8,0.7,3.2,10,0.8,3.4,2,0.8,2,-180,80,0.4,0,3,0.02,0.2,1.98,0,0,,1,85.597,0.990741,0.713,68.2,37.98
874,Index_874_Parallel.png,Index_874_Back.png,Index_874_Front.png,Index_874_Top.png,30,29,2,4,0.8,1.3,2.6,10,0.8,3.4,2,1.1,1.7,-180,-70,0.2,0.9,3,0.02,0.7,1.98,0,0,,2,85.117,0.966049,0.7685,69.68,30.29
875,Index_875_Parallel.png,Index_875_Back.png,Index_875_Front.png,Index_875_Top.png,30,30,1.9,4.3,1,0.5,3.1,10,0.8,3.4,2,1.1,1.7,-180,0,0.6,0.3,2,0.02,0.3,4.28,0,0,,1,85.254,0.996914,0.6852,68.12,35.76
876,Index_876_Parallel.png,Index_876_Back.png,Index_876_Front.png,Index_876_Top.png,30,29,2,4,0.8,1.3,2.6,10,0.8,3.4,2,2.8,0,-180,80,0.1,0.9,2,0.02,0.9,3.98,0,0,,1,85.185,0.978395,0.7315,68.97,33.51
877,Index_877_Parallel.png,Index_877_Back.png,Index_877_Front.png,Index_877_Top.png,40,31,2.6,4.2,0.4,0.1,3.6,10,0.6,4.5,2,1.4,0.3,-180,80,0.1,0.1,2,1,1.5,3.2,0,0,,3,84.534,0.925926,0.7778,70.54,28.5
878,Index_878_Parallel.png,Index_878_Back.png,Index_878_Front.png,Index_878_Top.png,30,30,1.2,6.8,1,0,1.1,40,2,5.4,1,0,0.8,-180,-80,0.1,0,2,0.02,1.5,6.78,0,0,,8,86.694,1,0.6728,57.52,26.9
879,Index_879_Parallel.png,Index_879_Back.png,Index_879_Front.png,Index_879_Top.png,65,37,2.3,7.6,0.7,0,0.3,35,1.6,5.9,0.8,0.1,0.2,-180,-40,0.6,0.5,4,1.1,0.2,1.43,0.5,0.6,,8,86.591,1,0.4506,50.51,35
880,Index_880_Parallel.png,Index_880_Back.png,Index_880_Front.png,Index_880_Top.png,50,41,2.5,5.4,0.5,0.7,1.8,20,1.1,4.9,0.8,0.4,0.9,-180,-10,1.2,0.1,6,0.2,0.6,0.88,0.05,0.15,,5,84.362,1,0.6574,64.04,28.18
881,Index_881_Parallel.png,Index_881_Back.png,Index_881_Front.png,Index_881_Top.png,35,31,1.8,5.2,1,1.9,0.8,10,0.8,3.4,2,0.2,2.6,-180,30,1.6,0.8,6,0.1,1.2,0.94,0.1,0,,4,81.139,0.212963,1,75.14,7.17
882,Index_882_Parallel.png,Index_882_Back.png,Index_882_Front.png,Index_882_Top.png,70,43,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,0.3,2.5,-180,-60,1.5,0.7,4,1,1,1.53,0.2,0.7,,5,84.499,1,0.571,62.49,32.19
883,Index_883_Parallel.png,Index_883_Back.png,Index_883_Front.png,Index_883_Top.png,50,47,1.8,7.5,0.9,0,0.4,25,1.6,4.2,1,1.4,0.6,-180,20,1.9,0.5,2,0.4,0.6,7.1,0.2,0.2,,4,83.402,1,0.8395,69.17,19.71
884,Index_884_Parallel.png,Index_884_Back.png,Index_884_Front.png,Index_884_Top.png,55,40,2.2,6.7,0.8,0.2,1,35,1.6,5.9,1,0.3,0,-180,-70,1,0,7,0.3,0.2,0.82,0.1,0.05,,8,86.557,1,0.4414,49.63,33.66
885,Index_885_Parallel.png,Index_885_Back.png,Index_885_Front.png,Index_885_Top.png,45,44,2,6.1,0.9,0.7,1.1,40,1.8,6,0.9,0.1,0.1,-180,60,0.1,0.3,7,0.02,1.4,1,0,0,,24,84.808,1,0.6543,58.11,18.72
886,Index_886_Parallel.png,Index_886_Back.png,Index_886_Front.png,Index_886_Top.png,30,30,1.6,5.1,0.9,1,1.8,20,1.4,3.9,0.8,0.8,1.5,-180,70,0.3,0,6,0.02,1,1,0,0,,4,83.642,0.969136,0.8148,70.56,22.73
887,Index_887_Parallel.png,Index_887_Back.png,Index_887_Front.png,Index_887_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,14,82.853,1,0.7747,70.85,23.05
888,Index_888_Parallel.png,Index_888_Back.png,Index_888_Front.png,Index_888_Top.png,30,29,2,4,0.9,0.5,3.4,15,0.7,5.8,2,0.1,0.3,-180,70,0.1,0.1,2,0.02,0.2,3.98,0,0,,2,86.18,1,0.6975,66.93,35.85
889,Index_889_Parallel.png,Index_889_Back.png,Index_889_Front.png,Index_889_Top.png,30,29,2,4,0.9,0.7,3.2,10,0.8,3.4,2,0.7,2.1,-180,-80,0.5,0.9,3,0.02,0.1,1.98,0,0,,1,85.837,0.993827,0.6944,67.53,39.96
890,Index_890_Parallel.png,Index_890_Back.png,Index_890_Front.png,Index_890_Top.png,30,29,2,4,0.8,0.2,3.7,10,0.8,3.4,2,1,1.8,-180,-70,0.1,0,2,0.02,0.1,3.98,0,0,,2,86.145,0.978395,0.7222,67.79,39.94
891,Index_891_Parallel.png,Index_891_Back.png,Index_891_Front.png,Index_891_Top.png,30,30,1.5,5.4,0.8,1.4,1.1,15,0.7,5.8,2,0.2,0.2,-180,80,1.3,0,2,0.02,0.1,5.38,0,0,,1,85.082,1,0.7191,66.92,35.59
892,Index_892_Parallel.png,Index_892_Back.png,Index_892_Front.png,Index_892_Top.png,30,30,1.2,6.8,0.8,0.1,1,10,0.8,3.4,2,0.2,2.6,-180,80,2,0,2,0.02,0.1,6.78,0,0,,1,83.093,0.848765,0.8488,72.24,27.73
893,Index_893_Parallel.png,Index_893_Back.png,Index_893_Front.png,Index_893_Top.png,70,69,2.6,7.3,0.4,0.6,0,10,0.6,4.5,2,1.4,0.3,-180,80,0.1,0.1,9,0.02,0.1,0.89,0,0,,4,89.026,1,0.2932,45.99,44.06
894,Index_894_Parallel.png,Index_894_Back.png,Index_894_Front.png,Index_894_Top.png,40,32,1.8,6,0.9,0.7,1.2,30,1.4,5.8,0.9,0,0.4,-180,-80,0.4,0.3,7,0.2,0.1,0.8,0.05,0,,5,86.351,1,0.6049,57,36.74
895,Index_895_Parallel.png,Index_895_Back.png,Index_895_Front.png,Index_895_Top.png,65,61,2.3,7.6,0.7,0,0.3,15,1.2,3.4,1,0.5,2.3,-180,70,1.4,0,3,0.2,1.5,3.6,0,0,,23,84.499,1,0.6698,62.2,21.92
896,Index_896_Parallel.png,Index_896_Back.png,Index_896_Front.png,Index_896_Top.png,70,33,2.5,7.6,0.5,0.2,0.1,35,1.6,5.9,0.8,0.2,0.1,-180,-20,0.7,0.8,5,1,0.4,0.9,0.45,0.55,,6,84.877,1,0.5926,58.19,31.32
897,Index_897_Parallel.png,Index_897_Back.png,Index_897_Front.png,Index_897_Top.png,30,30,1.6,5.1,0.8,1.9,0.9,20,0.9,6,1,0,0.2,-180,30,0.9,0.7,6,0.02,1.3,1,0,0,,3,82.407,0.898148,0.8889,76.32,18.59
898,Index_898_Parallel.png,Index_898_Back.png,Index_898_Front.png,Index_898_Top.png,60,54,2.2,7.4,0.8,0.1,0.4,10,0.8,3.4,2,1.9,0.9,-180,-20,1.3,0.1,9,0.1,0.7,0.82,0.05,0.05,,6,84.019,1,0.5679,62.72,23.1
899,Index_899_Parallel.png,Index_899_Back.png,Index_899_Front.png,Index_899_Top.png,35,33,2.2,4.3,0.8,0.6,3,30,1.4,5.8,0.9,0.2,0.2,-180,20,1.6,0.1,4,0.1,0.6,1.33,0.1,0,,2,83.162,1,0.8611,71.49,22.5
900,Index_900_Parallel.png,Index_900_Back.png,Index_900_Front.png,Index_900_Top.png,55,37,2.4,6.2,0.6,0.4,1.3,15,1.2,3.4,0.8,0.5,2.3,-180,-50,1.8,0.4,6,0.4,1.1,0.84,0.3,0.1,,3,83.368,0.990741,0.713,67.9,24.12
901,Index_901_Parallel.png,Index_901_Back.png,Index_901_Front.png,Index_901_Top.png,45,37,1.6,7.6,1,0.1,0.2,40,1.8,6,0.9,0,0.2,-180,60,0.2,0.5,3,0.7,0.9,3.1,0.4,0.3,,8,86.9,1,0.4753,49.48,30.58
902,Index_902_Parallel.png,Index_902_Back.png,Index_902_Front.png,Index_902_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,18,82.853,0.996914,0.7685,70.84,23.05
903,Index_903_Parallel.png,Index_903_Back.png,Index_903_Front.png,Index_903_Top.png,30,30,1.3,6.2,1,0.5,1.2,10,0.8,3.4,2,0.2,2.6,-180,70,0.7,0.1,2,0.02,0.1,6.18,0,0,,2,85.631,0.993827,0.6852,66.3,39.68
904,Index_904_Parallel.png,Index_904_Back.png,Index_904_Front.png,Index_904_Top.png,30,29,2,4,1,0.1,3.8,40,1.8,6,0.8,0.2,0,-180,-20,0.9,0,4,0.02,0.8,1.31,0,0,,6,84.877,1,0.7099,63.29,24.02
905,Index_905_Parallel.png,Index_905_Back.png,Index_905_Front.png,Index_905_Top.png,30,29,2,4,0.9,3.6,0.3,15,0.7,5.8,2,0,0.4,-180,60,0.6,0,4,0.02,0.3,1.31,0,0,,2,85.048,0.962963,0.7685,69.2,31.47
906,Index_906_Parallel.png,Index_906_Back.png,Index_906_Front.png,Index_906_Top.png,30,30,1.2,6.8,0.8,0.9,0.2,10,0.8,3.4,2,1.3,1.5,-180,40,1.4,0,3,0.02,0.1,3.38,0,0,,1,83.848,0.941358,0.7685,68.96,33.66
907,Index_907_Parallel.png,Index_907_Back.png,Index_907_Front.png,Index_907_Top.png,30,30,1.2,6.8,0.8,0,1.1,10,0.8,3.4,2,0,2.8,-180,80,1.3,0,5,0.02,0.1,1.68,0,0,,1,84.808,0.972222,0.7407,66.93,39.4
908,Index_908_Parallel.png,Index_908_Back.png,Index_908_Front.png,Index_908_Top.png,70,59,2.6,7.3,0.4,0,0.6,40,2,5.4,1,0,0.8,-180,80,0.1,0,2,1.2,1.5,6.1,1.2,0,,15,88.786,1,0.1358,38.63,31.96
909,Index_909_Parallel.png,Index_909_Back.png,Index_909_Front.png,Index_909_Top.png,60,54,2.1,7.7,0.9,0,0.2,15,1.2,3.4,1,1.5,1.3,-180,60,1,0.2,9,0.1,0.3,0.86,0.05,0.05,,8,84.911,1,0.5988,60.78,27.85
910,Index_910_Parallel.png,Index_910_Back.png,Index_910_Front.png,Index_910_Top.png,40,32,2.4,4.5,0.6,0.5,2.9,20,1.5,3.6,1,0.3,2.3,-180,-20,1.5,0.1,4,0.3,0.9,1.2,0.05,0.05,,3,83.402,0.984568,0.7901,71.46,23.2
911,Index_911_Parallel.png,Index_911_Back.png,Index_911_Front.png,Index_911_Top.png,65,60,2.3,7.6,0.7,0.2,0.1,40,1.8,6,0.9,0,0.2,-180,10,0.5,0.1,2,0.6,0.5,7,0.1,0.5,,13,89.129,1,0.0895,35.28,35.04
912,Index_912_Parallel.png,Index_912_Back.png,Index_912_Front.png,Index_912_Top.png,45,34,2.6,4.7,0.4,2.2,1,10,0.8,3.4,2,1.1,1.7,-180,-60,1.9,0.5,5,0.3,0.2,0.87,0.2,0,,1,85.151,0.993827,0.6883,66.88,37.24
913,Index_913_Parallel.png,Index_913_Back.png,Index_913_Front.png,Index_913_Top.png,70,65,2.5,7.6,0.5,0,0.3,40,1.9,5.7,0.8,0,0.5,-180,-20,0.7,0.8,7,0.1,1.1,1.17,0.05,0,,26,85.528,1,0.3549,47.85,20.86
914,Index_914_Parallel.png,Index_914_Back.png,Index_914_Front.png,Index_914_Top.png,45,41,1.6,7.6,0.9,0.3,0,25,1.1,6.1,0.9,0.1,0,-180,-70,1.2,0,8,0.1,1.2,0.99,0,0,,19,83.539,1,0.716,65.33,21.45
915,Index_915_Parallel.png,Index_915_Back.png,Index_915_Front.png,Index_915_Top.png,55,32,1.9,7.8,1,0,0.1,25,1.1,6.1,0.9,0,0.1,-180,70,0.3,0.6,5,0.8,0.7,1.15,0.25,0.05,,2,84.122,1,0.6481,62.86,30.14
916,Index_916_Parallel.png,Index_916_Back.png,Index_916_Front.png,Index_916_Top.png,30,29,2,4,0.9,3.1,0.8,30,1.7,4.8,0.8,0.8,0.6,-180,40,1.7,0.7,3,0.02,1.5,1.98,0,0,,3,81.927,0.888889,0.9753,78.01,13.91
917,Index_917_Parallel.png,Index_917_Back.png,Index_917_Front.png,Index_917_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,4,82.853,1,0.7747,71.01,23.05
918,Index_918_Parallel.png,Index_918_Back.png,Index_918_Front.png,Index_918_Top.png,60,54,2.1,7.7,0.8,0.1,0.1,40,1.8,6,0.9,0,0.2,-180,60,1.5,0.5,9,0.1,1.5,0.86,0,0.1,,3,82.167,1,0.9105,74.62,11.71
919,Index_919_Parallel.png,Index_919_Back.png,Index_919_Front.png,Index_919_Top.png,40,36,1.4,7.7,1,0.2,0,40,1.8,6,0.8,0.1,0.1,-180,50,2,0,9,0.1,1.4,0.86,0,0.1,,1,81.79,1,0.9691,76.72,14.69
920,Index_920_Parallel.png,Index_920_Back.png,Index_920_Front.png,Index_920_Top.png,30,29,1.4,5.8,0.9,0.2,1.9,10,0.8,3.4,2,1.7,1.1,-180,40,0.7,0.9,7,0.02,0.3,0.95,0,0,,2,83.573,0.898148,0.8056,72.25,27.89
921,Index_921_Parallel.png,Index_921_Back.png,Index_921_Front.png,Index_921_Top.png,70,33,2.5,7.6,0.5,0.3,0,40,1.8,6,0.8,0.2,0,-180,80,2,0.6,5,1,0.4,0.9,0.35,0.6,,1,81.824,0.990741,0.9475,76.77,19.21
922,Index_922_Parallel.png,Index_922_Back.png,Index_922_Front.png,Index_922_Top.png,70,48,2.5,7.6,0.5,0,0.3,40,1.8,6,1,0.2,0,-180,80,2,0.4,7,0.4,0.1,0.87,0.35,0.05,,2,82.956,0.996914,0.9228,75.38,17.97
923,Index_923_Parallel.png,Index_923_Back.png,Index_923_Front.png,Index_923_Top.png,70,69,2.5,7.6,0.5,0,0.3,10,0.6,4.5,2,0.2,1.5,-180,-80,2,0,9,0.02,1.5,0.93,0,0,,22,83.882,1,0.5926,62.58,15.76
924,Index_924_Parallel.png,Index_924_Back.png,Index_924_Front.png,Index_924_Top.png,55,32,2.5,5.9,0.5,1.1,0.9,35,1.6,5.9,0.9,0.2,0.1,-180,0,0.8,0,4,0.8,0.4,1.17,0.5,0.3,,5,85.322,1,0.6142,58.02,31.32
925,Index_925_Parallel.png,Index_925_Back.png,Index_925_Front.png,Index_925_Top.png,30,30,1.6,5.1,0.8,0.8,2,15,1,4,1,1.1,1.1,-180,-10,0.9,0.3,6,0.02,0.6,1,0,0,,2,83.848,0.966049,0.8056,71.27,26.84
926,Index_926_Parallel.png,Index_926_Back.png,Index_926_Front.png,Index_926_Top.png,70,69,2.5,7.6,0.5,0.3,0,25,1.3,5.2,0.8,0.3,0.7,-180,-30,1.8,0.2,6,0.02,0.2,1.5,0,0,,10,88.134,1,0.1327,39.43,36.33
927,Index_927_Parallel.png,Index_927_Back.png,Index_927_Front.png,Index_927_Top.png,65,44,2.3,7.6,0.7,0,0.3,25,1.8,3.8,0.9,1.9,0.5,-180,-80,1.2,0.5,7,0.4,1,0.87,0.2,0.1,,6,84.053,1,0.5957,59.92,23.21
928,Index_928_Parallel.png,Index_928_Back.png,Index_928_Front.png,Index_928_Top.png,45,37,1.6,7.6,1,0,0.3,40,1.8,6,1,0.2,0,-180,-50,0.1,0.7,8,0.2,0.3,0.89,0.05,0.15,,8,86.866,1,0.5154,51.19,29.95
929,Index_929_Parallel.png,Index_929_Back.png,Index_929_Front.png,Index_929_Top.png,45,34,2.6,4.7,0.4,2.3,0.9,30,1.4,5.8,0.8,0.2,0.2,-180,40,1.4,0.1,5,0.3,1.4,0.87,0.05,0.1,,3,81.996,0.953704,0.9136,75.09,17.7
930,Index_930_Parallel.png,Index_930_Back.png,Index_930_Front.png,Index_930_Top.png,35,31,2.1,4.5,0.9,2.9,0.5,15,1.2,3.4,0.9,0,2.8,-180,60,0.3,0.6,2,0.5,0.9,4,0.15,0,,2,85.219,0.981481,0.7438,67.07,34.35
931,Index_931_Parallel.png,Index_931_Back.png,Index_931_Front.png,Index_931_Top.png,60,37,2.1,7.7,0.9,0.1,0.1,10,0.8,3.4,2,0.6,2.2,-180,80,1.8,0.8,4,1,1.4,1.57,0.3,0.7,,1,80.213,0.049383,0.966,69.6,12.68
932,Index_932_Parallel.png,Index_932_Back.png,Index_932_Front.png,Index_932_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,5,82.853,0.996914,0.7747,71,23.05
933,Index_933_Parallel.png,Index_933_Back.png,Index_933_Front.png,Index_933_Top.png,30,29,2,4,1,0.1,3.8,10,0.8,3.4,2,0.1,2.7,-180,-80,0.5,0.1,2,0.02,0.1,3.98,0,0,,1,86.043,0.993827,0.6975,67.54,40.47
934,Index_934_Parallel.png,Index_934_Back.png,Index_934_Front.png,Index_934_Top.png,30,29,2,4,0.9,0.6,3.3,10,0.8,3.4,2,0.4,2.4,-180,70,0.1,0,4,0.02,0.2,1.31,0,0,,1,85.631,0.987654,0.7191,68.46,37.67
935,Index_935_Parallel.png,Index_935_Back.png,Index_935_Front.png,Index_935_Top.png,30,29,2,4,1,3.5,0.4,10,0.8,3.4,2,1.1,1.7,-180,0,0.1,0.7,3,0.02,0.1,1.98,0,0,,2,85.905,0.953704,0.7284,68.06,39.93
936,Index_936_Parallel.png,Index_936_Back.png,Index_936_Front.png,Index_936_Top.png,30,30,1.5,5.4,0.8,2.3,0.2,10,0.8,3.4,2,1.8,1,-180,50,1.3,0,2,0.02,0.1,5.38,0,0,,1,84.019,0.950617,0.7747,69.77,33.76
937,Index_937_Parallel.png,Index_937_Back.png,Index_937_Front.png,Index_937_Top.png,30,30,1.2,6.8,0.9,0.5,0.6,10,0.6,4.5,2,0.2,1.5,-180,80,1.3,0,2,0.02,0.1,6.78,0,0,,1,85.048,0.993827,0.7099,66.15,39.14
938,Index_938_Parallel.png,Index_938_Back.png,Index_938_Front.png,Index_938_Top.png,70,59,2.5,7.6,0.5,0.3,0,40,2,5.4,0.8,0.3,0.5,-180,-80,2,0.1,2,1.2,1.5,6.4,0,1.2,,13,88.82,1,0.1142,37.31,34.06
939,Index_939_Parallel.png,Index_939_Back.png,Index_939_Front.png,Index_939_Top.png,40,36,2,5.4,0.9,2.3,0.2,35,1.6,5.9,0.9,0.2,0.1,-180,-70,1.3,0.8,6,0.1,1.3,0.98,0,0.1,,21,84.259,1,0.75,64.29,20.5
940,Index_940_Parallel.png,Index_940_Back.png,Index_940_Front.png,Index_940_Top.png,55,49,1.9,7.8,0.8,0,0.1,40,1.8,6,1,0.2,0,-180,80,1.6,1,9,0.1,0.8,0.87,0.05,0.05,,2,82.236,0.981481,0.9506,78.27,14.21
941,Index_941_Parallel.png,Index_941_Back.png,Index_941_Front.png,Index_941_Top.png,70,33,2.5,7.6,0.5,0.3,0,30,1.4,5.8,0.9,0.1,0.3,-180,-40,0.3,0.5,5,1,0.3,0.9,0.3,0.25,,3,85.425,1,0.5895,57.38,35.25
942,Index_942_Parallel.png,Index_942_Back.png,Index_942_Front.png,Index_942_Top.png,40,32,2.5,4.3,0.5,1.1,2.5,10,0.8,3.4,2,0.7,2.1,-180,-50,1.4,0.6,5,0.2,0.4,0.87,0.15,0.05,,2,84.671,0.987654,0.7253,68.99,31.76
943,Index_943_Parallel.png,Index_943_Back.png,Index_943_Front.png,Index_943_Top.png,50,44,1.9,7.1,1,0.2,0.6,25,1.1,6.1,0.8,0.1,0,-180,50,2,0,2,0.8,0.1,6.3,0.65,0.15,,2,82.75,1,0.9043,73.85,18.6
944,Index_944_Parallel.png,Index_944_Back.png,Index_944_Front.png,Index_944_Top.png,30,29,2,4,0.8,0.6,3.3,20,0.9,6,1,0.2,0,-180,-20,0.2,0.7,3,0.02,0.8,1.98,0,0,,3,85.288,1,0.7469,67.96,30.75
945,Index_945_Parallel.png,Index_945_Back.png,Index_945_Front.png,Index_945_Top.png,55,41,1.9,7.8,1,0,0.1,30,1.4,5.8,0.8,0.3,0.1,-180,40,0.6,0.3,5,0.5,1.1,1.45,0.1,0.4,,7,84.499,1,0.5432,56.89,27.12
946,Index_946_Parallel.png,Index_946_Back.png,Index_946_Front.png,Index_946_Top.png,65,63,2.3,7.6,0.7,0.1,0.2,10,0.8,3.4,2,1.2,1.6,-180,10,0.9,0.2,9,0.02,1.5,0.93,0,0,,5,82.51,0.990741,0.713,68.9,13.25
947,Index_947_Parallel.png,Index_947_Back.png,Index_947_Front.png,Index_947_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,16,82.853,0.996914,0.7716,70.86,23.05
948,Index_948_Parallel.png,Index_948_Back.png,Index_948_Front.png,Index_948_Top.png,30,30,1.9,4.3,0.9,3.4,0.2,10,0.8,3.4,2,0.7,2.1,-180,-30,0.5,0,5,0.02,0.1,1.05,0,0,,1,85.665,0.947531,0.75,68.01,39.33
949,Index_949_Parallel.png,Index_949_Back.png,Index_949_Front.png,Index_949_Top.png,30,29,1.4,5.8,0.8,0.3,1.8,10,0.8,3.4,2,1.2,1.6,-180,0,0.8,0,7,0.02,0.3,0.95,0,0,,4,84.328,0.92284,0.7716,69.36,31.96
950,Index_950_Parallel.png,Index_950_Back.png,Index_950_Front.png,Index_950_Top.png,30,30,1.2,6.8,0.8,0.5,0.6,10,0.8,3.4,2,1.4,1.4,-180,-30,1,0.2,8,0.02,0.1,0.95,0,0,,1,85.288,0.966049,0.7562,67.51,38.4
951,Index_951_Parallel.png,Index_951_Back.png,Index_951_Front.png,Index_951_Top.png,30,30,1.2,6.8,0.8,0.3,0.8,15,1.2,3.4,0.8,1,1.8,-180,40,1.9,0,2,0.02,0.2,6.78,0,0,,1,82.579,0.990741,0.8364,71.99,29.02
952,Index_952_Parallel.png,Index_952_Back.png,Index_952_Front.png,Index_952_Top.png,30,30,1.2,6.8,0.8,0,1.1,10,0.8,3.4,2,0.8,2,-180,80,2,0,2,0.02,0.1,6.78,0,0,,1,83.093,0.845679,0.8549,72.26,27.81
953,Index_953_Parallel.png,Index_953_Back.png,Index_953_Front.png,Index_953_Top.png,70,69,2.5,7.6,0.5,0.3,0,10,0.8,3.4,2,1.9,0.9,-180,80,0.1,0,9,0.02,1.5,0.93,0,0,,22,84.019,1,0.6235,62.54,15.63
954,Index_954_Parallel.png,Index_954_Back.png,Index_954_Front.png,Index_954_Top.png,50,41,2.4,5.6,0.6,0,2.3,15,0.8,5.1,2,0,1.1,-180,50,1.5,0.2,6,0.2,1.3,0.92,0.05,0.05,,4,81.653,0.682099,0.9198,76.34,10.1
955,Index_955_Parallel.png,Index_955_Back.png,Index_955_Front.png,Index_955_Top.png,50,45,1.8,7.5,1,0,0.4,30,1.4,5.8,0.8,0.1,0.3,-180,-10,1.8,0.8,2,0.8,0.3,6.7,0.15,0.65,,7,84.739,1,0.6389,57.44,27.44
956,Index_956_Parallel.png,Index_956_Back.png,Index_956_Front.png,Index_956_Top.png,30,29,2,4,1,3.4,0.5,40,1.8,6,0.8,0.1,0.1,-180,-40,0.9,0.4,5,0.02,0.7,0.98,0,0,,6,85.014,1,0.7315,64.4,23.25
957,Index_957_Parallel.png,Index_957_Back.png,Index_957_Front.png,Index_957_Top.png,70,51,2.6,7.3,0.4,0.5,0.1,10,0.8,3.4,2,1.9,0.9,-180,-50,0.1,0.8,5,0.5,1,1.33,0.1,0.15,,7,85.014,1,0.5679,60.89,27.51
958,Index_958_Parallel.png,Index_958_Back.png,Index_958_Front.png,Index_958_Top.png,60,44,2.1,7.7,0.9,0.1,0.1,35,2,4.7,1,0.1,1.4,-180,10,1.3,0,4,0.7,1.1,1.87,0.05,0.3,,23,84.088,1,0.6235,59.32,21.93
959,Index_959_Parallel.png,Index_959_Back.png,Index_959_Front.png,Index_959_Top.png,60,41,2.1,7.7,0.9,0.2,0,20,0.9,6,0.9,0.1,0.1,-180,-80,0.7,0.2,7,0.4,1.4,0.88,0.05,0.2,,20,83.402,1,0.6852,65.29,22.23
960,Index_960_Parallel.png,Index_960_Back.png,Index_960_Front.png,Index_960_Top.png,40,40,1.8,6,0.8,0.2,1.7,30,1.4,5.8,0.9,0.4,0,-180,40,0.3,0.6,3,0.02,0.5,2.98,0,0,,7,87.071,1,0.5185,52.7,34.28
961,Index_961_Parallel.png,Index_961_Back.png,Index_961_Front.png,Index_961_Top.png,45,40,1.6,7.6,0.9,0.2,0.1,20,1.3,4.2,0.9,0.7,1.3,-180,70,1.6,0,9,0.1,0.1,0.85,0.1,0,,3,84.122,1,0.75,66.25,28.52
962,Index_962_Parallel.png,Index_962_Back.png,Index_962_Front.png,Index_962_Top.png,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,-180,0,1,0.5,6,0.5,0.8,0.92,0.05,0.05,,9,82.853,1,0.7747,70.9,23.05
963,Index_963_Parallel.png,Index_963_Back.png,Index_963_Front.png,Index_963_Top.png,60,54,2.4,6.8,0.6,0.4,0.7,15,0.7,5.8,2,0.3,0.1,-180,70,2,0,8,0.1,1.4,0.87,0,0,,3,80.967,0.537037,0.9414,76.55,7.18
964,Index_964_Parallel.png,Index_964_Back.png,Index_964_Front.png,Index_964_Top.png,65,35,2.3,7.6,0.7,0.2,0.1,10,0.8,3.4,2,2.8,0,-180,80,2,0,6,0.7,1.5,0.82,0.2,0.3,,1,80.213,0.166667,0.9383,73.89,8.97
965,Index_965_Parallel.png,Index_965_Back.png,Index_965_Front.png,Index_965_Top.png,45,31,1.6,7.6,0.8,0,0.3,15,0.7,5.8,2,0.2,0.2,-180,80,1.8,0.2,4,0.8,1.4,1.73,0.4,0.4,,3,81.584,0.765432,0.892,75.08,15.74
966,Index_966_Parallel.png,Index_966_Back.png,Index_966_Front.png,Index_966_Top.png,60,33,2.1,7.7,0.8,0.1,0.1,30,1.4,5.8,0.8,0.4,0,-180,80,2,0.4,6,0.7,0.4,0.84,0.3,0.4,,1,81.653,0.975309,0.966,76.97,17.41
